ID,Year,M,D,H,1,2
0130-001,2011,01,31,15,1869,1648
0130-001,2011,01,31,16,1843,1467
0130-001,2011,01,31,17,1770,1603
0130-001,2011,01,31,18,1761,1804
0130-001,2011,01,31,19,1903,2139
0130-001,2011,01,31,20,1515,1689
0130-001,2011,01,31,21,1288,1451
0130-001,2011,01,31,22,1133,1172
0130-001,2011,01,31,23,801,1272
0130-001,2011,01,31,24,598,918
0130-001,2011,02,01,01,378,440
0130-001,2011,02,01,02,263,302
0130-001,2011,02,01,03,200,216
0130-001,2011,02,01,04,148,204
0130-001,2011,02,01,05,163,199
0130-001,2011,02,01,06,255,272
0130-001,2011,02,01,07,511,655
0130-001,2011,02,01,08,1460,1986
0130-001,2011,02,01,09,1653,1968
0130-001,2011,02,01,10,1505,1982
0130-001,2011,02,01,11,1660,1824
0130-001,2011,02,01,12,1776,1444
0130-001,2011,02,01,13,1739,1114
0130-001,2011,02,01,14,1883,1158
0130-001,2011,02,01,15,1866,1564
0130-001,2011,02,01,16,1843,1726
0130-001,2011,02,01,17,1806,1282
0130-001,2011,02,01,18,1676,1576
0130-001,2011,02,01,19,1725,1387
0130-001,2011,02,01,20,1550,1345
0130-001,2011,02,01,21,1497,827
0130-001,2011,02,01,22,1413,653
0130-001,2011,02,01,23,1207,589
0130-001,2011,02,01,24,1062,374
0130-001,2011,02,02,01,915,282
0130-001,2011,02,02,02,815,149
0130-001,2011,02,02,03,847,337
0130-001,2011,02,02,04,766,257
0130-001,2011,02,02,05,868,346
0130-001,2011,02,02,06,864,401
0130-001,2011,02,02,07,965,667
0130-001,2011,02,02,08,923,643
0130-001,2011,02,02,09,1129,704
0130-001,2011,02,02,10,1153,794
0130-001,2011,02,02,11,1412,982
0130-001,2011,02,02,12,1539,1236
0130-001,2011,02,02,13,1537,1546
0130-001,2011,02,02,14,1555,1362
0130-001,2011,02,02,15,1536,1537
0130-001,2011,02,02,16,1806,1994
0130-001,2011,02,02,17,1725,1666
0130-001,2011,02,02,18,1428,1109
0130-001,2011,02,02,19,1215,950
0130-001,2011,02,02,20,929,808
0130-001,2011,02,02,21,712,669
0130-001,2011,02,02,22,620,479
0130-001,2011,02,02,23,460,464
0130-001,2011,02,02,24,304,427
0130-001,2011,02,03,01,194,227
0130-001,2011,02,03,02,121,101
0130-001,2011,02,03,03,95,126
0130-001,2011,02,03,04,68,94
0130-001,2011,02,03,05,58,102
0130-001,2011,02,03,06,137,167
0130-001,2011,02,03,07,351,368
0130-001,2011,02,03,08,676,630
0130-001,2011,02,03,09,741,617
0130-001,2011,02,03,10,671,592
0130-001,2011,02,03,11,1185,950
0130-001,2011,02,03,12,1747,1343
0130-001,2011,02,03,13,1569,1310
0130-001,2011,02,03,14,1494,1207
0130-001,2011,02,03,15,1475,1495
0130-001,2011,02,03,16,1554,1649
0130-001,2011,02,03,17,1562,1449
0130-001,2011,02,03,18,1500,1105
0130-001,2011,02,03,19,1538,1230
0130-001,2011,02,03,20,1582,1120
0130-001,2011,02,03,21,1635,1355
0130-001,2011,02,03,22,1378,1087
0130-001,2011,02,03,23,928,666
0130-001,2011,02,03,24,578,563
0130-001,2011,02,04,01,332,429
0130-001,2011,02,04,02,202,654
0130-001,2011,02,04,03,143,155
0130-001,2011,02,04,04,108,134
0130-001,2011,02,04,05,97,81
0130-001,2011,02,04,06,120,165
0130-001,2011,02,04,07,200,172
0130-001,2011,02,04,08,261,228
0130-001,2011,02,04,09,419,389
0130-001,2011,02,04,10,556,567
0130-001,2011,02,04,11,955,958
0130-001,2011,02,04,12,1259,1212
0130-001,2011,02,04,13,1477,1398
0130-001,2011,02,04,14,1491,1456
0130-001,2011,02,04,15,1540,1887
0130-001,2011,02,04,16,1396,1753
0130-001,2011,02,04,17,1425,1874
0130-001,2011,02,04,18,1426,1507
0130-001,2011,02,04,19,1306,1284
0130-001,2011,02,04,20,1255,1313
0130-001,2011,02,04,21,1292,1388
0130-001,2011,02,04,22,902,874
0130-001,2011,02,04,23,720,843
0130-001,2011,02,04,24,616,647
0130-001,2011,02,05,01,844,965
0130-001,2011,02,05,02,536,662
0130-001,2011,02,05,03,403,538
0130-001,2011,02,05,04,144,166
0130-001,2011,02,05,05,127,170
0130-001,2011,02,05,06,188,214
0130-001,2011,02,05,07,272,257
0130-001,2011,02,05,08,458,637
0130-001,2011,02,05,09,708,797
0130-001,2011,02,05,10,962,1138
0130-001,2011,02,05,11,1267,1476
0130-001,2011,02,05,12,1472,1574
0130-001,2011,02,05,13,1210,1304
0130-001,2011,02,05,14,1435,1730
0130-001,2011,02,05,15,1488,1805
0130-001,2011,02,05,16,1437,1810
0130-001,2011,02,05,17,1308,1723
0130-001,2011,02,05,18,1247,1556
0130-001,2011,02,05,19,1299,1486
0130-001,2011,02,05,20,1173,1304
0130-001,2011,02,05,21,1148,1243
0130-001,2011,02,05,22,1108,1251
0130-001,2011,02,05,23,1102,1398
0130-001,2011,02,05,24,776,985
0130-001,2011,02,06,01,424,461
0130-001,2011,02,06,02,274,282
0130-001,2011,02,06,03,190,207
0130-001,2011,02,06,04,162,166
0130-001,2011,02,06,05,143,138
0130-001,2011,02,06,06,161,179
0130-001,2011,02,06,07,255,276
0130-001,2011,02,06,08,396,428
0130-001,2011,02,06,09,584,632
0130-001,2011,02,06,10,655,753
0130-001,2011,02,06,11,831,954
0130-001,2011,02,06,12,796,796
0130-001,2011,02,06,13,1161,1243
0130-001,2011,02,06,14,1274,1107
0130-001,2011,02,06,15,1347,1403
0130-001,2011,02,06,16,1425,1359
0130-001,2011,02,06,17,1441,1235
0130-001,2011,02,06,18,1247,1077
0130-001,2011,02,06,19,1041,1030
0130-001,2011,02,06,20,815,837
0130-001,2011,02,06,21,731,718
0130-001,2011,02,06,22,653,715
0130-001,2011,02,06,23,480,708
0130-001,2011,02,06,24,362,383
0130-001,2011,02,07,01,225,241
0130-001,2011,02,07,02,171,221
0130-001,2011,02,07,03,109,142
0130-001,2011,02,07,04,100,143
0130-001,2011,02,07,05,136,155
0130-001,2011,02,07,06,237,289
0130-001,2011,02,07,07,678,872
0130-001,2011,02,07,08,1657,1937
0130-001,2011,02,07,09,1768,1715
0130-001,2011,02,07,10,1392,1451
0130-001,2011,02,07,11,1500,1334
0130-001,2011,02,07,12,1535,1302
0130-001,2011,02,07,13,1333,1501
0130-001,2011,02,07,14,1569,1609
0130-001,2011,02,07,15,1669,1850
0130-001,2011,02,07,16,1648,1789
0130-001,2011,02,07,17,1599,1519
0130-001,2011,02,07,18,1673,1708
0130-001,2011,02,07,19,1808,1932
0130-001,2011,02,07,20,1339,1544
0130-001,2011,02,07,21,1161,1353
0130-001,2011,02,07,22,986,1134
0130-001,2011,02,07,23,731,804
0130-001,2011,02,07,24,502,580
0130-001,2011,02,08,01,322,317
0130-001,2011,02,08,02,213,233
0130-001,2011,02,08,03,160,241
0130-001,2011,02,08,04,151,180
0130-001,2011,02,08,05,159,198
0130-001,2011,02,08,06,234,299
0130-001,2011,02,08,07,596,823
0130-001,2011,02,08,08,1619,1682
0130-001,2011,02,08,09,1796,1948
0130-001,2011,02,08,10,1505,1481
0130-001,2011,02,08,11,1487,1464
0130-001,2011,02,08,12,1470,1370
0130-001,2011,02,08,13,1422,1568
0130-001,2011,02,08,14,1636,1993
0130-001,2011,02,08,15,1656,2031
0130-001,2011,02,08,16,1696,2014
0130-001,2011,02,08,17,1598,1899
0130-001,2011,02,08,18,1764,1779
0130-001,2011,02,08,19,1746,1855
0130-001,2011,02,08,20,1374,1202
0130-001,2011,02,08,21,1246,1096
0130-001,2011,02,08,22,1112,1248
0130-001,2011,02,08,23,730,944
0130-001,2011,02,08,24,507,515
0130-001,2011,02,09,01,324,434
0130-001,2011,02,09,02,221,306
0130-001,2011,02,09,03,186,210
0130-001,2011,02,09,04,145,196
0130-001,2011,02,09,05,169,165
0130-001,2011,02,09,06,263,266
0130-001,2011,02,09,07,559,703
0130-001,2011,02,09,08,1583,1584
0130-001,2011,02,09,09,1788,2351
0130-001,2011,02,09,10,1492,1675
0130-001,2011,02,09,11,1533,1525
0130-001,2011,02,09,12,1452,1419
0130-001,2011,02,09,13,1352,1285
0130-001,2011,02,09,14,1549,1677
0130-001,2011,02,09,15,1605,1928
0130-001,2011,02,09,16,1683,1707
0130-001,2011,02,09,17,1525,1677
0130-001,2011,02,09,18,1748,1874
0130-001,2011,02,09,19,1844,2029
0130-001,2011,02,09,20,1372,1384
0130-001,2011,02,09,21,1152,1096
0130-001,2011,02,09,22,1061,966
0130-001,2011,02,09,23,742,704
0130-001,2011,02,09,24,504,520
0130-001,2011,02,10,01,384,497
0130-001,2011,02,10,02,209,346
0130-001,2011,02,10,03,169,256
0130-001,2011,02,10,04,148,382
0130-001,2011,02,10,05,154,470
0130-001,2011,02,10,06,251,1126
0130-001,2011,02,10,07,614,1096
0130-001,2011,02,10,08,1633,1944
0130-001,2011,02,10,09,1935,2697
0130-001,2011,02,10,10,1550,2013
0130-001,2011,02,10,11,1720,1841
0130-001,2011,02,10,12,1568,1595
0130-001,2011,02,10,13,1458,1710
0130-001,2011,02,10,14,1641,1712
0130-001,2011,02,10,15,1711,1878
0130-001,2011,02,10,16,1730,1462
0130-001,2011,02,10,17,1632,1244
0130-001,2011,02,10,18,1721,1882
0130-001,2011,02,10,19,1835,1993
0130-001,2011,02,10,20,1370,1515
0130-001,2011,02,10,21,1213,1517
0130-001,2011,02,10,22,1151,1312
0130-001,2011,02,10,23,731,905
0130-001,2011,02,10,24,523,584
0130-001,2011,02,11,01,353,327
0130-001,2011,02,11,02,244,190
0130-001,2011,02,11,03,183,114
0130-001,2011,02,11,04,164,100
0130-001,2011,02,11,05,196,113
0130-001,2011,02,11,06,257,167
0130-001,2011,02,11,07,626,584
0130-001,2011,02,11,08,1591,1505
0130-001,2011,02,11,09,1879,1392
0130-001,2011,02,11,10,1580,1264
0130-001,2011,02,11,11,1466,1791
0130-001,2011,02,11,12,1586,1416
0130-001,2011,02,11,13,1427,1253
0130-001,2011,02,11,14,1608,1312
0130-001,2011,02,11,15,1713,1596
0130-001,2011,02,11,16,1781,1917
0130-001,2011,02,11,17,1681,1675
0130-001,2011,02,11,18,1783,1616
0130-001,2011,02,11,19,1864,1826
0130-001,2011,02,11,20,1512,1402
0130-001,2011,02,11,21,1324,1349
0130-001,2011,02,11,22,1173,1264
0130-001,2011,02,11,23,877,1058
0130-001,2011,02,11,24,609,661
0130-001,2011,02,12,01,421,315
0130-001,2011,02,12,02,320,244
0130-001,2011,02,12,03,257,169
0130-001,2011,02,12,04,202,151
0130-001,2011,02,12,05,216,133
0130-001,2011,02,12,06,253,141
0130-001,2011,02,12,07,498,413
0130-001,2011,02,12,08,964,863
0130-001,2011,02,12,09,1333,1067
0130-001,2011,02,12,10,1388,985
0130-001,2011,02,12,11,1436,1234
0130-001,2011,02,12,12,1588,1368
0130-001,2011,02,12,13,1695,1383
0130-001,2011,02,12,14,1737,1604
0130-001,2011,02,12,15,1807,1472
0130-001,2011,02,12,16,1744,1398
0130-001,2011,02,12,17,1713,1566
0130-001,2011,02,12,18,1750,1391
0130-001,2011,02,12,19,1687,1281
0130-001,2011,02,12,20,1230,1361
0130-001,2011,02,12,21,977,1058
0130-001,2011,02,12,22,830,739
0130-001,2011,02,12,23,798,489
0130-001,2011,02,12,24,495,318
0130-001,2011,02,13,01,406,290
0130-001,2011,02,13,02,269,183
0130-001,2011,02,13,03,242,179
0130-001,2011,02,13,04,178,130
0130-001,2011,02,13,05,149,281
0130-001,2011,02,13,06,186,428
0130-001,2011,02,13,07,337,270
0130-001,2011,02,13,08,487,417
0130-001,2011,02,13,09,778,563
0130-001,2011,02,13,10,836,550
0130-001,2011,02,13,11,974,720
0130-001,2011,02,13,12,950,776
0130-001,2011,02,13,13,1275,1378
0130-001,2011,02,13,14,1362,1308
0130-001,2011,02,13,15,1395,1503
0130-001,2011,02,13,16,1495,1227
0130-001,2011,02,13,17,1613,1490
0130-001,2011,02,13,18,1527,1568
0130-001,2011,02,13,19,1326,1462
0130-001,2011,02,13,20,1043,871
0130-001,2011,02,13,21,936,851
0130-001,2011,02,13,22,774,821
0130-001,2011,02,13,23,523,605
0130-001,2011,02,13,24,317,423
0130-001,2011,02,14,01,211,170
0130-001,2011,02,14,02,178,106
0130-001,2011,02,14,03,141,93
0130-001,2011,02,14,04,127,80
0130-001,2011,02,14,05,161,79
0130-001,2011,02,14,06,267,147
0130-001,2011,02,14,07,695,617
0130-001,2011,02,14,08,1639,1378
0130-001,2011,02,14,09,1875,1351
0130-001,2011,02,14,10,1482,1076
0130-001,2011,02,14,11,1326,1616
0130-001,2011,02,14,12,1481,1518
0130-001,2011,02,14,13,1424,1543
0130-001,2011,02,14,14,1570,1839
0130-001,2011,02,14,15,1695,1740
0130-001,2011,02,14,16,1741,1736
0130-001,2011,02,14,17,1609,1730
0130-001,2011,02,14,18,1658,1685
0130-001,2011,02,14,19,1792,1893
0130-001,2011,02,14,20,1459,1603
0130-001,2011,02,14,21,1263,1413
0130-001,2011,02,14,22,1093,1084
0130-001,2011,02,14,23,709,767
0130-001,2011,02,14,24,502,520
0130-001,2011,02,15,01,315,326
0130-001,2011,02,15,02,211,466
0130-001,2011,02,15,03,134,117
0130-001,2011,02,15,04,150,101
0130-001,2011,02,15,05,183,90
0130-001,2011,02,15,06,229,159
0130-001,2011,02,15,07,647,581
0130-001,2011,02,15,08,1613,1419
0130-001,2011,02,15,09,1873,1407
0130-001,2011,02,15,10,1175,1148
0130-001,2011,02,15,11,1392,1551
0130-001,2011,02,15,12,1471,1402
0130-001,2011,02,15,13,1420,1359
0130-001,2011,02,15,14,1594,1357
0130-001,2011,02,15,15,1682,1404
0130-001,2011,02,15,16,1700,1481
0130-001,2011,02,15,17,1590,1261
0130-001,2011,02,15,18,1737,1419
0130-001,2011,02,15,19,1845,1470
0130-001,2011,02,15,20,1413,1357
0130-001,2011,02,15,21,1238,899
0130-001,2011,02,15,22,1044,737
0130-001,2011,02,15,23,535,626
0130-001,2011,02,15,24,342,550
0130-001,2011,02,16,01,247,278
0130-001,2011,02,16,02,222,121
0130-001,2011,02,16,03,162,138
0130-001,2011,02,16,04,122,112
0130-001,2011,02,16,05,166,94
0130-001,2011,02,16,06,285,179
0130-001,2011,02,16,07,634,1138
0130-001,2011,02,16,08,1600,1622
0130-001,2011,02,16,09,1867,1241
0130-001,2011,02,16,10,984,1125
0130-001,2011,02,16,11,1101,1308
0130-001,2011,02,16,12,1427,1285
0130-001,2011,02,16,13,1396,1212
0130-001,2011,02,16,14,1552,1396
0130-001,2011,02,16,15,1633,1712
0130-001,2011,02,16,16,1649,1530
0130-001,2011,02,16,17,1599,1358
0130-001,2011,02,16,18,1752,1294
0130-001,2011,02,16,19,1854,1452
0130-001,2011,02,16,20,1368,1056
0130-001,2011,02,16,21,1240,1054
0130-001,2011,02,16,22,1080,858
0130-001,2011,02,16,23,789,669
0130-001,2011,02,16,24,496,554
0130-001,2011,02,17,01,345,423
0130-001,2011,02,17,02,242,227
0130-001,2011,02,17,03,164,220
0130-001,2011,02,17,04,145,182
0130-001,2011,02,17,05,146,155
0130-001,2011,02,17,06,225,241
0130-001,2011,02,17,07,604,688
0130-001,2011,02,17,08,1342,1564
0130-001,2011,02,17,09,1709,1846
0130-001,2011,02,17,10,1466,1478
0130-001,2011,02,17,11,1455,1329
0130-001,2011,02,17,12,1413,1337
0130-001,2011,02,17,13,1306,1285
0130-001,2011,02,17,14,1531,1395
0130-001,2011,02,17,15,1649,1331
0130-001,2011,02,17,16,1572,1689
0130-001,2011,02,17,17,1567,1719
0130-001,2011,02,17,18,1565,1495
0130-001,2011,02,17,19,1515,1681
0130-001,2011,02,17,20,1272,1273
0130-001,2011,02,17,21,1152,1099
0130-001,2011,02,17,22,1062,970
0130-001,2011,02,17,23,727,778
0130-001,2011,02,17,24,479,557
0130-001,2011,02,18,01,341,563
0130-001,2011,02,18,02,228,199
0130-001,2011,02,18,03,181,130
0130-001,2011,02,18,04,158,174
0130-001,2011,02,18,05,164,351
0130-001,2011,02,18,06,274,293
0130-001,2011,02,18,07,591,679
0130-001,2011,02,18,08,1530,1486
0130-001,2011,02,18,09,1765,1325
0130-001,2011,02,18,10,1493,1095
0130-001,2011,02,18,11,1560,1321
0130-001,2011,02,18,12,1574,1375
0130-001,2011,02,18,13,1364,1517
0130-001,2011,02,18,14,1567,1989
0130-001,2011,02,18,15,1705,2123
0130-001,2011,02,18,16,1703,2092
0130-001,2011,02,18,17,1603,1980
0130-001,2011,02,18,18,1757,2095
0130-001,2011,02,18,19,1728,1859
0130-001,2011,02,18,20,1477,1558
0130-001,2011,02,18,21,1283,1649
0130-001,2011,02,18,22,1073,960
0130-001,2011,02,18,23,865,645
0130-001,2011,02,18,24,556,416
0130-001,2011,02,19,01,330,327
0130-001,2011,02,19,02,190,265
0130-001,2011,02,19,03,125,163
0130-001,2011,02,19,04,198,131
0130-001,2011,02,19,05,204,133
0130-001,2011,02,19,06,296,253
0130-001,2011,02,19,07,535,949
0130-001,2011,02,19,08,1004,1300
0130-001,2011,02,19,09,1423,1612
0130-001,2011,02,19,10,1430,1207
0130-001,2011,02,19,11,1407,1619
0130-001,2011,02,19,12,1642,1847
0130-001,2011,02,19,13,1690,1785
0130-001,2011,02,19,14,1864,1750
0130-001,2011,02,19,15,1880,1505
0130-001,2011,02,19,16,1841,1404
0130-001,2011,02,19,17,1638,1279
0130-001,2011,02,19,18,1672,1738
0130-001,2011,02,19,19,1635,1767
0130-001,2011,02,19,20,1295,1497
0130-001,2011,02,19,21,1179,1449
0130-001,2011,02,19,22,924,1350
0130-001,2011,02,19,23,760,554
0130-001,2011,02,19,24,485,355
0130-001,2011,02,20,01,349,317
0130-001,2011,02,20,02,253,196
0130-001,2011,02,20,03,189,153
0130-001,2011,02,20,04,152,138
0130-001,2011,02,20,05,150,104
0130-001,2011,02,20,06,188,815
0130-001,2011,02,20,07,325,306
0130-001,2011,02,20,08,564,546
0130-001,2011,02,20,09,819,601
0130-001,2011,02,20,10,820,565
0130-001,2011,02,20,11,1052,1117
0130-001,2011,02,20,12,1220,1272
0130-001,2011,02,20,13,1126,1144
0130-001,2011,02,20,14,1207,1380
0130-001,2011,02,20,15,1299,1645
0130-001,2011,02,20,16,1373,1759
0130-001,2011,02,20,17,1560,1907
0130-001,2011,02,20,18,1513,1802
0130-001,2011,02,20,19,1370,1547
0130-001,2011,02,20,20,986,871
0130-001,2011,02,20,21,771,1076
0130-001,2011,02,20,22,643,911
0130-001,2011,02,20,23,456,493
0130-001,2011,02,20,24,301,285
0130-001,2011,02,21,01,224,214
0130-001,2011,02,21,02,127,100
0130-001,2011,02,21,03,112,88
0130-001,2011,02,21,04,85,63
0130-001,2011,02,21,05,158,86
0130-001,2011,02,21,06,262,171
0130-001,2011,02,21,07,550,723
0130-001,2011,02,21,08,1274,1398
0130-001,2011,02,21,09,1718,1321
0130-001,2011,02,21,10,1508,1118
0130-001,2011,02,21,11,1568,1253
0130-001,2011,02,21,12,1538,2000
0130-001,2011,02,21,13,1467,1649
0130-001,2011,02,21,14,1718,1980
0130-001,2011,02,21,15,1780,2060
0130-001,2011,02,21,16,1831,2050
0130-001,2011,02,21,17,1693,2047
0130-001,2011,02,21,18,1706,1955
0130-001,2011,02,21,19,1809,1728
0130-001,2011,02,21,20,1357,1341
0130-001,2011,02,21,21,1152,792
0130-001,2011,02,21,22,981,694
0130-001,2011,02,21,23,723,532
0130-001,2011,02,21,24,475,327
0130-001,2011,02,22,01,309,223
0130-001,2011,02,22,02,216,154
0130-001,2011,02,22,03,159,92
0130-001,2011,02,22,04,141,102
0130-001,2011,02,22,05,162,102
0130-001,2011,02,22,06,243,145
0130-001,2011,02,22,07,620,638
0130-001,2011,02,22,08,1511,1503
0130-001,2011,02,22,09,1824,1518
0130-001,2011,02,22,10,1489,1186
0130-001,2011,02,22,11,1601,1167
0130-001,2011,02,22,12,1542,1240
0130-001,2011,02,22,13,1465,1677
0130-001,2011,02,22,14,1638,1969
0130-001,2011,02,22,15,1649,1969
0130-001,2011,02,22,16,1702,2056
0130-001,2011,02,22,17,1601,1670
0130-001,2011,02,22,18,1721,1924
0130-001,2011,02,22,19,1543,1781
0130-001,2011,02,22,20,1178,1347
0130-001,2011,02,22,21,1133,878
0130-001,2011,02,22,22,1134,726
0130-001,2011,02,22,23,766,613
0130-001,2011,02,22,24,524,347
0130-001,2011,02,23,01,313,280
0130-001,2011,02,23,02,217,194
0130-001,2011,02,23,03,187,131
0130-001,2011,02,23,04,140,108
0130-001,2011,02,23,05,163,93
0130-001,2011,02,23,06,239,188
0130-001,2011,02,23,07,591,600
0130-001,2011,02,23,08,1540,1481
0130-001,2011,02,23,09,1468,1494
0130-001,2011,02,23,10,1462,1182
0130-001,2011,02,23,11,1551,1191
0130-001,2011,02,23,12,1497,1575
0130-001,2011,02,23,13,1418,1641
0130-001,2011,02,23,14,1640,1958
0130-001,2011,02,23,15,1662,1886
0130-001,2011,02,23,16,1680,1731
0130-001,2011,02,23,17,1562,1776
0130-001,2011,02,23,18,1771,1939
0130-001,2011,02,23,19,1920,1216
0130-001,2011,02,23,20,1498,1019
0130-001,2011,02,23,21,1178,748
0130-001,2011,02,23,22,1107,767
0130-001,2011,02,23,23,774,600
0130-001,2011,02,23,24,561,408
0130-001,2011,02,24,01,332,265
0130-001,2011,02,24,02,232,175
0130-001,2011,02,24,03,158,155
0130-001,2011,02,24,04,136,121
0130-001,2011,02,24,05,163,102
0130-001,2011,02,24,06,239,176
0130-001,2011,02,24,07,572,653
0130-001,2011,02,24,08,1469,1428
0130-001,2011,02,24,09,1714,1321
0130-001,2011,02,24,10,1624,1193
0130-001,2011,02,24,11,1633,1313
0130-001,2011,02,24,12,1532,1681
0130-001,2011,02,24,13,1475,1633
0130-001,2011,02,24,14,1650,1817
0130-001,2011,02,24,15,1608,1817
0130-001,2011,02,24,16,1786,2033
0130-001,2011,02,24,17,1746,1886
0130-001,2011,02,24,18,1842,1974
0130-001,2011,02,24,19,1884,2152
0130-001,2011,02,24,20,1472,1887
0130-001,2011,02,24,21,1350,1740
0130-001,2011,02,24,22,1194,2095
0130-001,2011,02,24,23,822,1010
0130-001,2011,02,24,24,565,491
0130-001,2011,02,25,01,422,258
0130-001,2011,02,25,02,223,162
0130-001,2011,02,25,03,157,129
0130-001,2011,02,25,04,145,105
0130-001,2011,02,25,05,198,104
0130-001,2011,02,25,06,224,167
0130-001,2011,02,25,07,604,633
0130-001,2011,02,25,08,1564,1402
0130-001,2011,02,25,09,1738,1288
0130-001,2011,02,25,10,1598,1247
0130-001,2011,02,25,11,1667,1194
0130-001,2011,02,25,12,1634,1400
0130-001,2011,02,25,13,1488,1612
0130-001,2011,02,25,14,1653,1978
0130-001,2011,02,25,15,1752,2223
0130-001,2011,02,25,16,1804,2182
0130-001,2011,02,25,17,1722,1921
0130-001,2011,02,25,18,1881,1990
0130-001,2011,02,25,19,1752,1931
0130-001,2011,02,25,20,1349,1367
0130-001,2011,02,25,21,1531,1264
0130-001,2011,02,25,22,1258,833
0130-001,2011,02,25,23,910,670
0130-001,2011,02,25,24,632,505
0130-001,2011,02,26,01,446,337
0130-001,2011,02,26,02,328,253
0130-001,2011,02,26,03,235,618
0130-001,2011,02,26,04,204,187
0130-001,2011,02,26,05,222,401
0130-001,2011,02,26,06,277,376
0130-001,2011,02,26,07,514,708
0130-001,2011,02,26,08,1076,1481
0130-001,2011,02,26,09,1353,1193
0130-001,2011,02,26,10,1524,1107
0130-001,2011,02,26,11,1653,1132
0130-001,2011,02,26,12,1878,1376
0130-001,2011,02,26,13,1980,1477
0130-001,2011,02,26,14,1980,2391
0130-001,2011,02,26,15,1954,2381
0130-001,2011,02,26,16,1956,2405
0130-001,2011,02,26,17,1987,2166
0130-001,2011,02,26,18,1980,1791
0130-001,2011,02,26,19,1837,1346
0130-001,2011,02,26,20,1500,1421
0130-001,2011,02,26,21,1306,1140
0130-001,2011,02,26,22,1054,1298
0130-001,2011,02,26,23,733,894
0130-001,2011,02,26,24,529,461
0130-001,2011,02,27,01,378,304
0130-001,2011,02,27,02,261,190
0130-001,2011,02,27,03,216,166
0130-001,2011,02,27,04,165,134
0130-001,2011,02,27,05,150,193
0130-001,2011,02,27,06,187,622
0130-001,2011,02,27,07,331,288
0130-001,2011,02,27,08,526,482
0130-001,2011,02,27,09,799,582
0130-001,2011,02,27,10,828,558
0130-001,2011,02,27,11,1013,919
0130-001,2011,02,27,12,1085,1024
0130-001,2011,02,27,13,1201,1261
0130-001,2011,02,27,14,1285,1344
0130-001,2011,02,27,15,1347,1574
0130-001,2011,02,27,16,1434,1493
0130-001,2011,02,27,17,1587,1699
0130-001,2011,02,27,18,1520,1685
0130-001,2011,02,27,19,1348,1505
0130-001,2011,02,27,20,1015,871
0130-001,2011,02,27,21,854,964
0130-001,2011,02,27,22,709,866
0130-001,2011,02,27,23,490,549
0130-001,2011,02,27,24,309,354
0130-001,2011,02,28,01,218,192
0130-001,2011,02,28,02,153,103
0130-001,2011,02,28,03,127,91
0130-001,2011,02,28,04,106,72
0130-001,2011,02,28,05,160,83
0130-001,2011,02,28,06,265,159
0130-001,2011,02,28,07,623,670
0130-001,2011,02,28,08,1457,1388
0130-001,2011,02,28,09,1797,1336
0130-001,2011,02,28,10,1495,1097
0130-001,2011,02,28,11,1447,1435
0130-001,2011,02,28,12,1510,1759
0130-001,2011,02,28,13,1446,1596
0130-001,2011,02,28,14,1644,1910
0130-001,2011,02,28,15,1738,1900
