ID,Year,M,D,H,1,2
0130-001,2015,02,11,21,1048,1433
0130-001,2015,02,11,22,1075,1080
0130-001,2015,02,11,23,857,676
0130-001,2015,02,11,24,628,444
0130-001,2015,02,12,01,408,316
0130-001,2015,02,12,02,238,187
0130-001,2015,02,12,03,154,141
0130-001,2015,02,12,04,136,118
0130-001,2015,02,12,05,144,189
0130-001,2015,02,12,06,333,254
0130-001,2015,02,12,07,1286,534
0130-001,2015,02,12,08,2106,1429
0130-001,2015,02,12,09,2083,1952
0130-001,2015,02,12,10,1792,1733
0130-001,2015,02,12,11,1817,1887
0130-001,2015,02,12,12,1659,1810
0130-001,2015,02,12,13,1475,1691
0130-001,2015,02,12,14,1777,1741
0130-001,2015,02,12,15,1960,1799
0130-001,2015,02,12,16,1972,1906
0130-001,2015,02,12,17,1801,2030
0130-001,2015,02,12,18,1690,2326
0130-001,2015,02,12,19,1645,2329
0130-001,2015,02,12,20,1361,1764
0130-001,2015,02,12,21,1125,1525
0130-001,2015,02,12,22,1071,1199
0130-001,2015,02,12,23,867,789
0130-001,2015,02,12,24,540,465
0130-001,2015,02,13,01,347,323
0130-001,2015,02,13,02,210,205
0130-001,2015,02,13,03,152,130
0130-001,2015,02,13,04,145,132
0130-001,2015,02,13,05,170,189
0130-001,2015,02,13,06,394,327
0130-001,2015,02,13,07,1393,555
0130-001,2015,02,13,08,2084,1471
0130-001,2015,02,13,09,2056,1958
0130-001,2015,02,13,10,2047,1868
0130-001,2015,02,13,11,1881,2009
0130-001,2015,02,13,12,1919,2038
0130-001,2015,02,13,13,1532,2009
0130-001,2015,02,13,14,1865,2184
0130-001,2015,02,13,15,1936,1956
0130-001,2015,02,13,16,1988,2040
0130-001,2015,02,13,17,1992,1965
0130-001,2015,02,13,18,1938,2306
0130-001,2015,02,13,19,1953,2449
0130-001,2015,02,13,20,1448,2027
0130-001,2015,02,13,21,1368,1567
0130-001,2015,02,13,22,1238,1214
0130-001,2015,02,13,23,926,783
0130-001,2015,02,13,24,628,584
0130-001,2015,02,14,01,451,375
0130-001,2015,02,14,02,322,260
0130-001,2015,02,14,03,240,210
0130-001,2015,02,14,04,185,210
0130-001,2015,02,14,05,201,210
0130-001,2015,02,14,06,408,358
0130-001,2015,02,14,07,919,448
0130-001,2015,02,14,08,1583,1023
0130-001,2015,02,14,09,1717,1551
0130-001,2015,02,14,10,1734,1760
0130-001,2015,02,14,11,1683,2013
0130-001,2015,02,14,12,1688,2025
0130-001,2015,02,14,13,1636,2021
0130-001,2015,02,14,14,1845,1973
0130-001,2015,02,14,15,1736,1906
0130-001,2015,02,14,16,1824,1902
0130-001,2015,02,14,17,1717,1927
0130-001,2015,02,14,18,1847,2158
0130-001,2015,02,14,19,1783,1848
0130-001,2015,02,14,20,1313,1337
0130-001,2015,02,14,21,1069,1040
0130-001,2015,02,14,22,1034,892
0130-001,2015,02,14,23,785,595
0130-001,2015,02,14,24,581,459
0130-001,2015,02,15,01,397,277
0130-001,2015,02,15,02,288,218
0130-001,2015,02,15,03,220,176
0130-001,2015,02,15,04,185,147
0130-001,2015,02,15,05,163,128
0130-001,2015,02,15,06,279,254
0130-001,2015,02,15,07,496,344
0130-001,2015,02,15,08,808,580
0130-001,2015,02,15,09,928,952
0130-001,2015,02,15,10,966,1251
0130-001,2015,02,15,11,1150,1442
0130-001,2015,02,15,12,1078,1346
0130-001,2015,02,15,13,1234,1594
0130-001,2015,02,15,14,1479,1530
0130-001,2015,02,15,15,1549,1666
0130-001,2015,02,15,16,1602,1655
0130-001,2015,02,15,17,1688,1571
0130-001,2015,02,15,18,1584,1758
0130-001,2015,02,15,19,1466,1276
0130-001,2015,02,15,20,1109,904
0130-001,2015,02,15,21,900,795
0130-001,2015,02,15,22,894,666
0130-001,2015,02,15,23,630,427
0130-001,2015,02,15,24,360,122
0130-001,2015,02,16,01,211,90
0130-001,2015,02,16,02,156,57
0130-001,2015,02,16,03,122,61
0130-001,2015,02,16,04,86,36
0130-001,2015,02,16,05,142,59
0130-001,2015,02,16,06,381,139
0130-001,2015,02,16,07,1464,367
0130-001,2015,02,16,08,2016,837
0130-001,2015,02,16,09,2090,1415
0130-001,2015,02,16,10,1697,1530
0130-001,2015,02,16,11,1700,1281
0130-001,2015,02,16,12,1511,1218
0130-001,2015,02,16,13,1426,1316
0130-001,2015,02,16,14,1645,1381
0130-001,2015,02,16,15,1803,1838
0130-001,2015,02,16,16,1776,1831
0130-001,2015,02,16,17,1654,1670
0130-001,2015,02,16,18,1669,1643
0130-001,2015,02,16,19,1600,1718
0130-001,2015,02,16,20,1227,1607
0130-001,2015,02,16,21,1058,1666
0130-001,2015,02,16,22,958,1243
0130-001,2015,02,16,23,704,523
0130-001,2015,02,16,24,310,427
0130-001,2015,02,17,01,238,287
0130-001,2015,02,17,02,177,241
0130-001,2015,02,17,03,133,149
0130-001,2015,02,17,04,118,157
0130-001,2015,02,17,05,135,170
0130-001,2015,02,17,06,282,258
0130-001,2015,02,17,07,908,486
0130-001,2015,02,17,08,2132,1239
0130-001,2015,02,17,09,1968,1835
0130-001,2015,02,17,10,1636,1770
0130-001,2015,02,17,11,1754,1877
0130-001,2015,02,17,12,1790,1797
0130-001,2015,02,17,13,1706,2036
0130-001,2015,02,17,14,1728,2400
0130-001,2015,02,17,15,1843,2590
0130-001,2015,02,17,16,1784,2605
0130-001,2015,02,17,17,1826,2697
0130-001,2015,02,17,18,1765,2889
0130-001,2015,02,17,19,1610,2791
0130-001,2015,02,17,20,1301,2640
0130-001,2015,02,17,21,1152,2546
0130-001,2015,02,17,22,986,2552
0130-001,2015,02,17,23,830,2119
0130-001,2015,02,17,24,548,1446
0130-001,2015,02,18,01,417,716
0130-001,2015,02,18,02,274,585
0130-001,2015,02,18,03,221,518
0130-001,2015,02,18,04,196,471
0130-001,2015,02,18,05,173,747
0130-001,2015,02,18,06,224,1278
0130-001,2015,02,18,07,371,1344
0130-001,2015,02,18,08,502,1457
0130-001,2015,02,18,09,724,1745
0130-001,2015,02,18,10,1062,1922
0130-001,2015,02,18,11,1414,2000
0130-001,2015,02,18,12,1618,1903
0130-001,2015,02,18,13,1436,1674
0130-001,2015,02,18,14,1354,1494
0130-001,2015,02,18,15,1328,1435
0130-001,2015,02,18,16,1257,1242
0130-001,2015,02,18,17,1205,1147
0130-001,2015,02,18,18,1130,1037
0130-001,2015,02,18,19,934,878
0130-001,2015,02,18,20,784,824
0130-001,2015,02,18,21,640,717
0130-001,2015,02,18,22,592,575
0130-001,2015,02,18,23,472,405
0130-001,2015,02,18,24,342,272
0130-001,2015,02,19,01,239,201
0130-001,2015,02,19,02,144,141
0130-001,2015,02,19,03,106,103
0130-001,2015,02,19,04,96,83
0130-001,2015,02,19,05,97,91
0130-001,2015,02,19,06,131,182
0130-001,2015,02,19,07,428,330
0130-001,2015,02,19,08,878,638
0130-001,2015,02,19,09,828,754
0130-001,2015,02,19,10,706,762
0130-001,2015,02,19,11,1343,1226
0130-001,2015,02,19,12,1819,1584
0130-001,2015,02,19,13,1892,1779
0130-001,2015,02,19,14,2190,1943
0130-001,2015,02,19,15,2133,1958
0130-001,2015,02,19,16,2292,2006
0130-001,2015,02,19,17,2182,2115
0130-001,2015,02,19,18,2089,1880
0130-001,2015,02,19,19,1868,1554
0130-001,2015,02,19,20,1467,1087
0130-001,2015,02,19,21,993,849
0130-001,2015,02,19,22,845,760
0130-001,2015,02,19,23,654,509
0130-001,2015,02,19,24,560,378
0130-001,2015,02,20,01,484,253
0130-001,2015,02,20,02,363,157
0130-001,2015,02,20,03,214,119
0130-001,2015,02,20,04,144,104
0130-001,2015,02,20,05,120,102
0130-001,2015,02,20,06,146,163
0130-001,2015,02,20,07,259,165
0130-001,2015,02,20,08,334,261
0130-001,2015,02,20,09,464,444
0130-001,2015,02,20,10,653,584
0130-001,2015,02,20,11,1108,850
0130-001,2015,02,20,12,1602,1158
0130-001,2015,02,20,13,1759,1257
0130-001,2015,02,20,14,1883,1309
0130-001,2015,02,20,15,1911,1375
0130-001,2015,02,20,16,1852,1396
0130-001,2015,02,20,17,1767,1234
0130-001,2015,02,20,18,1859,1148
0130-001,2015,02,20,19,1821,1072
0130-001,2015,02,20,20,1840,812
0130-001,2015,02,20,21,1636,751
0130-001,2015,02,20,22,1605,708
0130-001,2015,02,20,23,1207,473
0130-001,2015,02,20,24,880,324
0130-001,2015,02,21,01,642,248
0130-001,2015,02,21,02,464,169
0130-001,2015,02,21,03,252,131
0130-001,2015,02,21,04,143,87
0130-001,2015,02,21,05,138,105
0130-001,2015,02,21,06,179,205
0130-001,2015,02,21,07,459,337
0130-001,2015,02,21,08,995,703
0130-001,2015,02,21,09,1139,1127
0130-001,2015,02,21,10,1113,1105
0130-001,2015,02,21,11,1212,1273
0130-001,2015,02,21,12,1365,1298
0130-001,2015,02,21,13,1523,1376
0130-001,2015,02,21,14,1759,1593
0130-001,2015,02,21,15,1823,1574
0130-001,2015,02,21,16,1829,1548
0130-001,2015,02,21,17,1872,1577
0130-001,2015,02,21,18,1751,1634
0130-001,2015,02,21,19,1555,1403
0130-001,2015,02,21,20,1213,1077
0130-001,2015,02,21,21,1008,869
0130-001,2015,02,21,22,883,805
0130-001,2015,02,21,23,635,528
0130-001,2015,02,21,24,470,338
0130-001,2015,02,22,01,308,247
0130-001,2015,02,22,02,189,170
0130-001,2015,02,22,03,140,114
0130-001,2015,02,22,04,121,123
0130-001,2015,02,22,05,158,188
0130-001,2015,02,22,06,313,303
0130-001,2015,02,22,07,1006,599
0130-001,2015,02,22,08,2096,1443
0130-001,2015,02,22,09,1943,1926
0130-001,2015,02,22,10,1653,1613
0130-001,2015,02,22,11,1599,1679
0130-001,2015,02,22,12,1545,1573
0130-001,2015,02,22,13,1511,1459
0130-001,2015,02,22,14,1678,1692
0130-001,2015,02,22,15,1769,1804
0130-001,2015,02,22,16,1762,1824
0130-001,2015,02,22,17,1634,1738
0130-001,2015,02,22,18,1737,2155
0130-001,2015,02,22,19,1769,2214
0130-001,2015,02,22,20,1312,1573
0130-001,2015,02,22,21,1094,1371
0130-001,2015,02,22,22,1053,1069
0130-001,2015,02,22,23,763,704
0130-001,2015,02,22,24,492,446
0130-001,2015,02,23,01,399,168
0130-001,2015,02,23,02,326,99
0130-001,2015,02,23,03,792,78
0130-001,2015,02,23,04,692,97
0130-001,2015,02,23,05,887,132
0130-001,2015,02,23,06,1214,260
0130-001,2015,02,23,07,1851,580
0130-001,2015,02,23,08,2018,1417
0130-001,2015,02,23,09,1969,1779
0130-001,2015,02,23,10,1624,1686
0130-001,2015,02,23,11,1618,1628
0130-001,2015,02,23,12,1413,1588
0130-001,2015,02,23,13,1382,1484
0130-001,2015,02,23,14,1561,1774
0130-001,2015,02,23,15,1734,1835
0130-001,2015,02,23,16,1668,1728
0130-001,2015,02,23,17,1618,1856
0130-001,2015,02,23,18,1697,2267
0130-001,2015,02,23,19,1713,2255
0130-001,2015,02,23,20,1400,1661
0130-001,2015,02,23,21,1048,1373
0130-001,2015,02,23,22,1021,1180
0130-001,2015,02,23,23,767,699
0130-001,2015,02,23,24,476,421
0130-001,2015,02,24,01,290,258
0130-001,2015,02,24,02,219,159
0130-001,2015,02,24,03,154,136
0130-001,2015,02,24,04,122,113
0130-001,2015,02,24,05,144,162
0130-001,2015,02,24,06,372,264
0130-001,2015,02,24,07,1320,540
0130-001,2015,02,24,08,2072,1511
0130-001,2015,02,24,09,1945,1904
0130-001,2015,02,24,10,1756,1751
0130-001,2015,02,24,11,1836,1657
0130-001,2015,02,24,12,1597,1624
0130-001,2015,02,24,13,1348,1594
0130-001,2015,02,24,14,1661,1783
0130-001,2015,02,24,15,1954,1860
0130-001,2015,02,24,16,2010,1837
0130-001,2015,02,24,17,1765,1925
0130-001,2015,02,24,18,1731,2247
0130-001,2015,02,24,19,1663,2261
0130-001,2015,02,24,20,1325,1753
0130-001,2015,02,24,21,1084,1561
0130-001,2015,02,24,22,1075,1230
0130-001,2015,02,24,23,850,770
0130-001,2015,02,24,24,512,406
0130-001,2015,02,25,01,356,262
0130-001,2015,02,25,02,240,168
0130-001,2015,02,25,03,161,143
0130-001,2015,02,25,04,127,116
0130-001,2015,02,25,05,124,155
0130-001,2015,02,25,06,401,283
0130-001,2015,02,25,07,1304,601
0130-001,2015,02,25,08,2038,1452
0130-001,2015,02,25,09,2183,1948
0130-001,2015,02,25,10,1886,1804
0130-001,2015,02,25,11,1844,1682
0130-001,2015,02,25,12,1692,1649
0130-001,2015,02,25,13,1475,1553
0130-001,2015,02,25,14,1759,1839
0130-001,2015,02,25,15,1903,1866
0130-001,2015,02,25,16,1953,1839
0130-001,2015,02,25,17,1751,1900
0130-001,2015,02,25,18,1709,2347
0130-001,2015,02,25,19,1717,2434
0130-001,2015,02,25,20,1375,1866
0130-001,2015,02,25,21,1241,1477
0130-001,2015,02,25,22,1207,1210
0130-001,2015,02,25,23,909,726
0130-001,2015,02,25,24,569,461
0130-001,2015,02,26,01,394,300
0130-001,2015,02,26,02,204,151
0130-001,2015,02,26,03,156,80
0130-001,2015,02,26,04,144,53
0130-001,2015,02,26,05,360,116
0130-001,2015,02,26,06,1162,222
0130-001,2015,02,26,07,1509,523
0130-001,2015,02,26,08,2194,1452
0130-001,2015,02,26,09,2203,1948
0130-001,2015,02,26,10,1936,1716
0130-001,2015,02,26,11,1801,1716
0130-001,2015,02,26,12,1659,1640
0130-001,2015,02,26,13,1438,1599
0130-001,2015,02,26,14,1732,1774
0130-001,2015,02,26,15,1981,1873
0130-001,2015,02,26,16,1702,1779
0130-001,2015,02,26,17,1654,1854
0130-001,2015,02,26,18,1751,2214
0130-001,2015,02,26,19,1734,2278
0130-001,2015,02,26,20,1366,1668
0130-001,2015,02,26,21,1214,1494
0130-001,2015,02,26,22,1114,1253
0130-001,2015,02,26,23,871,739
0130-001,2015,02,26,24,573,467
0130-001,2015,02,27,01,376,323
0130-001,2015,02,27,02,258,180
0130-001,2015,02,27,03,165,187
0130-001,2015,02,27,04,133,116
0130-001,2015,02,27,05,149,155
0130-001,2015,02,27,06,371,312
0130-001,2015,02,27,07,1350,559
0130-001,2015,02,27,08,2152,1352
0130-001,2015,02,27,09,2067,1933
0130-001,2015,02,27,10,1883,1831
0130-001,2015,02,27,11,1833,1737
0130-001,2015,02,27,12,1554,1766
0130-001,2015,02,27,13,1541,1682
0130-001,2015,02,27,14,1768,1843
0130-001,2015,02,27,15,2020,1952
0130-001,2015,02,27,16,2071,1751
0130-001,2015,02,27,17,1813,1954
0130-001,2015,02,27,18,1869,2364
0130-001,2015,02,27,19,1956,2365
0130-001,2015,02,27,20,1531,2023
0130-001,2015,02,27,21,1325,1626
0130-001,2015,02,27,22,1159,1243
0130-001,2015,02,27,23,962,785
0130-001,2015,02,27,24,682,595
0130-001,2015,02,28,01,506,381
0130-001,2015,02,28,02,333,266
0130-001,2015,02,28,03,244,193
0130-001,2015,02,28,04,219,208
0130-001,2015,02,28,05,240,208
0130-001,2015,02,28,06,417,306
0130-001,2015,02,28,07,846,434
0130-001,2015,02,28,08,1406,1030
0130-001,2015,02,28,09,1552,1632
0130-001,2015,02,28,10,1781,1737
0130-001,2015,02,28,11,1708,1944
0130-001,2015,02,28,12,1638,1914
0130-001,2015,02,28,13,1817,2138
0130-001,2015,02,28,14,1888,2143
0130-001,2015,02,28,15,1976,2042
0130-001,2015,02,28,16,2076,1917
0130-001,2015,02,28,17,1995,1894
0130-001,2015,02,28,18,1992,2151
0130-001,2015,02,28,19,1965,1958
0130-001,2015,02,28,20,1820,1145
0130-001,2015,02,28,21,1291,1120
0130-001,2015,02,28,22,1193,925
0130-001,2015,02,28,23,848,569
0130-001,2015,02,28,24,549,419
0130-001,2015,03,01,01,379,284
0130-001,2015,03,01,02,281,216
0130-001,2015,03,01,03,223,147
0130-001,2015,03,01,04,170,139
0130-001,2015,03,01,05,173,131
0130-001,2015,03,01,06,266,229
0130-001,2015,03,01,07,488,322
0130-001,2015,03,01,08,767,592
0130-001,2015,03,01,09,879,985
0130-001,2015,03,01,10,951,1188
0130-001,2015,03,01,11,1215,1349
0130-001,2015,03,01,12,1178,1376
0130-001,2015,03,01,13,1267,1494
0130-001,2015,03,01,14,1244,1415
0130-001,2015,03,01,15,1264,1585
0130-001,2015,03,01,16,1620,1544
0130-001,2015,03,01,17,1726,1534
0130-001,2015,03,01,18,1531,1620
0130-001,2015,03,01,19,1589,1246
0130-001,2015,03,01,20,1179,935
0130-001,2015,03,01,21,984,794
0130-001,2015,03,01,22,919,638
0130-001,2015,03,01,23,616,424
0130-001,2015,03,01,24,384,185
0130-001,2015,03,02,01,229,147
0130-001,2015,03,02,02,158,98
0130-001,2015,03,02,03,84,63
0130-001,2015,03,02,04,86,65
0130-001,2015,03,02,05,142,83
0130-001,2015,03,02,06,381,200
0130-001,2015,03,02,07,1464,494
0130-001,2015,03,02,08,2016,1246
0130-001,2015,03,02,09,2090,1676
0130-001,2015,03,02,10,1697,1574
0130-001,2015,03,02,11,1700,1428
0130-001,2015,03,02,12,1511,1414
0130-001,2015,03,02,13,1426,1388
0130-001,2015,03,02,14,1645,1494
0130-001,2015,03,02,15,1803,1756
0130-001,2015,03,02,16,1776,1829
0130-001,2015,03,02,17,1654,1730
0130-001,2015,03,02,18,1669,1943
0130-001,2015,03,02,19,1600,1995
0130-001,2015,03,02,20,1227,1660
0130-001,2015,03,02,21,1058,1605
0130-001,2015,03,02,22,958,1207
0130-001,2015,03,02,23,607,566
0130-001,2015,03,02,24,387,400
0130-001,2015,03,03,01,339,251
0130-001,2015,03,03,02,200,148
0130-001,2015,03,03,03,128,140
0130-001,2015,03,03,04,128,110
0130-001,2015,03,03,05,177,148
0130-001,2015,03,03,06,327,253
0130-001,2015,03,03,07,1332,552
0130-001,2015,03,03,08,2014,1526
0130-001,2015,03,03,09,2134,1933
0130-001,2015,03,03,10,1808,1660
0130-001,2015,03,03,11,1723,1634
0130-001,2015,03,03,12,1750,1482
0130-001,2015,03,03,13,1457,1294
0130-001,2015,03,03,14,1828,1575
0130-001,2015,03,03,15,1870,1819
0130-001,2015,03,03,16,1939,1824
0130-001,2015,03,03,17,1597,1809
0130-001,2015,03,03,18,1381,2042
0130-001,2015,03,03,19,1392,1767
0130-001,2015,03,03,20,1271,1175
0130-001,2015,03,03,21,1145,1433
0130-001,2015,03,03,22,1049,1132
0130-001,2015,03,03,23,825,633
0130-001,2015,03,03,24,445,399
0130-001,2015,03,04,01,344,265
0130-001,2015,03,04,02,238,152
0130-001,2015,03,04,03,100,132
0130-001,2015,03,04,04,65,114
0130-001,2015,03,04,05,227,142
0130-001,2015,03,04,06,377,249
0130-001,2015,03,04,07,1312,544
0130-001,2015,03,04,08,2077,1537
0130-001,2015,03,04,09,2153,1866
0130-001,2015,03,04,10,1832,1597
0130-001,2015,03,04,11,1822,1650
0130-001,2015,03,04,12,1612,1591
0130-001,2015,03,04,13,1540,1431
0130-001,2015,03,04,14,1780,1579
0130-001,2015,03,04,15,1916,1791
0130-001,2015,03,04,16,1880,1702
0130-001,2015,03,04,17,1716,1769
0130-001,2015,03,04,18,1667,2313
0130-001,2015,03,04,19,1641,2393
0130-001,2015,03,04,20,1333,1652
0130-001,2015,03,04,21,1144,1490
0130-001,2015,03,04,22,1141,1072
0130-001,2015,03,04,23,641,655
0130-001,2015,03,04,24,367,387
0130-001,2015,03,05,01,269,283
0130-001,2015,03,05,02,175,229
0130-001,2015,03,05,03,151,116
0130-001,2015,03,05,04,124,100
0130-001,2015,03,05,05,173,152
0130-001,2015,03,05,06,406,261
0130-001,2015,03,05,07,1266,574
0130-001,2015,03,05,08,2108,1698
0130-001,2015,03,05,09,2131,1914
0130-001,2015,03,05,10,1490,1676
0130-001,2015,03,05,11,1382,1589
0130-001,2015,03,05,12,1654,1522
0130-001,2015,03,05,13,1412,1433
0130-001,2015,03,05,14,1570,1644
0130-001,2015,03,05,15,1585,1607
0130-001,2015,03,05,16,1519,1743
0130-001,2015,03,05,17,1394,1826
0130-001,2015,03,05,18,1375,2189
0130-001,2015,03,05,19,1571,2298
0130-001,2015,03,05,20,1274,1589
0130-001,2015,03,05,21,1244,1482
0130-001,2015,03,05,22,1099,1159
0130-001,2015,03,05,23,894,720
0130-001,2015,03,05,24,564,407
0130-001,2015,03,06,01,380,283
0130-001,2015,03,06,02,226,229
0130-001,2015,03,06,03,165,108
0130-001,2015,03,06,04,125,108
0130-001,2015,03,06,05,188,144
0130-001,2015,03,06,06,374,263
0130-001,2015,03,06,07,1300,542
0130-001,2015,03,06,08,1983,1595
0130-001,2015,03,06,09,2034,1856
0130-001,2015,03,06,10,1751,1676
0130-001,2015,03,06,11,1800,1623
0130-001,2015,03,06,12,1528,1601
0130-001,2015,03,06,13,1207,1571
0130-001,2015,03,06,14,1388,1757
0130-001,2015,03,06,15,1527,1858
0130-001,2015,03,06,16,1813,1819
0130-001,2015,03,06,17,1802,1919
0130-001,2015,03,06,18,1933,2341
0130-001,2015,03,06,19,1867,2410
0130-001,2015,03,06,20,1519,1935
0130-001,2015,03,06,21,1261,1486
0130-001,2015,03,06,22,1265,1146
0130-001,2015,03,06,23,973,736
0130-001,2015,03,06,24,636,532
0130-001,2015,03,07,01,482,382
0130-001,2015,03,07,02,329,241
0130-001,2015,03,07,03,253,140
0130-001,2015,03,07,04,191,174
0130-001,2015,03,07,05,203,195
0130-001,2015,03,07,06,373,300
0130-001,2015,03,07,07,960,528
0130-001,2015,03,07,08,1416,1114
0130-001,2015,03,07,09,1680,1537
0130-001,2015,03,07,10,1590,1682
0130-001,2015,03,07,11,1817,1975
0130-001,2015,03,07,12,1790,2086
0130-001,2015,03,07,13,1757,1945
0130-001,2015,03,07,14,1515,1694
0130-001,2015,03,07,15,1482,1830
0130-001,2015,03,07,16,1586,1884
0130-001,2015,03,07,17,1738,1785
0130-001,2015,03,07,18,1724,2213
0130-001,2015,03,07,19,1822,1834
0130-001,2015,03,07,20,1441,1205
0130-001,2015,03,07,21,1232,967
0130-001,2015,03,07,22,1054,799
0130-001,2015,03,07,23,774,544
0130-001,2015,03,07,24,571,405
0130-001,2015,03,08,01,361,290
0130-001,2015,03,08,02,274,213
0130-001,2015,03,08,03,226,118
0130-001,2015,03,08,04,155,130
0130-001,2015,03,08,05,183,134
0130-001,2015,03,08,06,253,203
0130-001,2015,03,08,07,479,300
0130-001,2015,03,08,08,725,603
0130-001,2015,03,08,09,829,1017
0130-001,2015,03,08,10,936,1124
0130-001,2015,03,08,11,1279,1256
0130-001,2015,03,08,12,1277,1405
0130-001,2015,03,08,13,1300,1393
0130-001,2015,03,08,14,1379,1300
0130-001,2015,03,08,15,1474,1504
0130-001,2015,03,08,16,1638,1433
0130-001,2015,03,08,17,1763,1496
0130-001,2015,03,08,18,1478,1482
0130-001,2015,03,08,19,1711,1215
0130-001,2015,03,08,20,1248,965
0130-001,2015,03,08,21,1068,793
0130-001,2015,03,08,22,943,609
0130-001,2015,03,08,23,602,421
0130-001,2015,03,08,24,408,247
0130-001,2015,03,09,01,246,203
0130-001,2015,03,09,02,159,138
0130-001,2015,03,09,03,106,65
0130-001,2015,03,09,04,92,93
0130-001,2015,03,09,05,165,106
0130-001,2015,03,09,06,462,261
0130-001,2015,03,09,07,1444,621
0130-001,2015,03,09,08,2012,1654
0130-001,2015,03,09,09,2036,1937
0130-001,2015,03,09,10,1882,1617
0130-001,2015,03,09,11,1792,1575
0130-001,2015,03,09,12,1720,1609
0130-001,2015,03,09,13,1445,1460
0130-001,2015,03,09,14,1784,1607
0130-001,2015,03,09,15,1696,1674
0130-001,2015,03,09,16,1784,1826
0130-001,2015,03,09,17,1697,1789
0130-001,2015,03,09,18,1812,2242
0130-001,2015,03,09,19,1730,2272
0130-001,2015,03,09,20,1332,1712
0130-001,2015,03,09,21,1136,1543
0130-001,2015,03,09,22,1224,1171
0130-001,2015,03,09,23,783,609
0130-001,2015,03,09,24,463,372
0130-001,2015,03,10,01,309,279
0130-001,2015,03,10,02,214,180
0130-001,2015,03,10,03,148,114
0130-001,2015,03,10,04,133,93
0130-001,2015,03,10,05,158,154
0130-001,2015,03,10,06,367,247
0130-001,2015,03,10,07,1409,552
0130-001,2015,03,10,08,1965,1617
0130-001,2015,03,10,09,1908,1815
0130-001,2015,03,10,10,1755,1743
0130-001,2015,03,10,11,1793,1646
0130-001,2015,03,10,12,1720,1595
0130-001,2015,03,10,13,1416,1512
0130-001,2015,03,10,14,1829,1686
0130-001,2015,03,10,15,1765,1765
0130-001,2015,03,10,16,1377,1777
0130-001,2015,03,10,17,1616,1789
0130-001,2015,03,10,18,1760,2185
0130-001,2015,03,10,19,1694,2295
0130-001,2015,03,10,20,1352,1587
0130-001,2015,03,10,21,1193,1575
0130-001,2015,03,10,22,1235,1237
0130-001,2015,03,10,23,860,714
0130-001,2015,03,10,24,563,385
0130-001,2015,03,11,01,332,251
0130-001,2015,03,11,02,235,146
0130-001,2015,03,11,03,164,130
0130-001,2015,03,11,04,125,93
0130-001,2015,03,11,05,158,138
0130-001,2015,03,11,06,439,271
0130-001,2015,03,11,07,1339,564
0130-001,2015,03,11,08,2127,1666
0130-001,2015,03,11,09,2018,1876
0130-001,2015,03,11,10,1797,1664
0130-001,2015,03,11,11,1872,1710
0130-001,2015,03,11,12,1778,1656
0130-001,2015,03,11,13,1571,1615
0130-001,2015,03,11,14,1797,1858
0130-001,2015,03,11,15,1861,1799
0130-001,2015,03,11,16,1863,1749
0130-001,2015,03,11,17,1684,1989
0130-001,2015,03,11,18,1826,2296
0130-001,2015,03,11,19,1839,2414
0130-001,2015,03,11,20,1418,1850
0130-001,2015,03,11,21,1211,1488
0130-001,2015,03,11,22,1273,1088
0130-001,2015,03,11,23,958,661
0130-001,2015,03,11,24,566,431
0130-001,2015,03,12,01,353,281
0130-001,2015,03,12,02,231,188
0130-001,2015,03,12,03,154,148
0130-001,2015,03,12,04,136,116
0130-001,2015,03,12,05,170,186
0130-001,2015,03,12,06,431,285
0130-001,2015,03,12,07,1179,552
0130-001,2015,03,12,08,1437,1676
0130-001,2015,03,12,09,1527,1908
0130-001,2015,03,12,10,1886,1654
0130-001,2015,03,12,11,1798,1844
0130-001,2015,03,12,12,1656,1664
0130-001,2015,03,12,13,1425,1413
0130-001,2015,03,12,14,1651,1678
0130-001,2015,03,12,15,1783,1777
0130-001,2015,03,12,16,1610,1773
0130-001,2015,03,12,17,1524,1785
0130-001,2015,03,12,18,1563,2288
0130-001,2015,03,12,19,1652,2435
0130-001,2015,03,12,20,1320,1836
0130-001,2015,03,12,21,1229,1595
0130-001,2015,03,12,22,1233,1132
0130-001,2015,03,12,23,940,720
0130-001,2015,03,12,24,589,445
0130-001,2015,03,13,01,447,316
0130-001,2015,03,13,02,235,207
0130-001,2015,03,13,03,180,150
0130-001,2015,03,13,04,140,120
0130-001,2015,03,13,05,168,172
0130-001,2015,03,13,06,372,160
0130-001,2015,03,13,07,1325,314
0130-001,2015,03,13,08,2068,1334
0130-001,2015,03,13,09,2050,1961
0130-001,2015,03,13,10,1817,1613
0130-001,2015,03,13,11,1816,1662
0130-001,2015,03,13,12,1541,1761
0130-001,2015,03,13,13,1374,1559
0130-001,2015,03,13,14,1578,1817
0130-001,2015,03,13,15,1774,1973
0130-001,2015,03,13,16,1942,1981
0130-001,2015,03,13,17,1808,1931
0130-001,2015,03,13,18,1901,2286
0130-001,2015,03,13,19,1912,2491
0130-001,2015,03,13,20,1525,2018
0130-001,2015,03,13,21,1293,1652
0130-001,2015,03,13,22,1299,1237
0130-001,2015,03,13,23,981,728
0130-001,2015,03,13,24,635,504
0130-001,2015,03,14,01,518,358
0130-001,2015,03,14,02,325,281
0130-001,2015,03,14,03,267,176
0130-001,2015,03,14,04,183,170
0130-001,2015,03,14,05,225,193
